frequency,block_index,n_blocks,n_levels,rho,sigma_hi,sigma_lo,lambda_spread,cond,amplification,growth
4,5,32,3,7.0,31.966790779396188,26.202909999756614,1.1363381895958171,60.21809062385247,5.019389985226862,1.0
4,6,32,2,7.0,26.202909999756614,21.35381469859936,1.1405918646023083,5.33760488066382,1.66880244033191,1.0
4,6,32,3,7.0,26.202909999756614,21.35381469859936,1.1405918646023083,60.23104572279184,5.020542057014735,1.0
4,7,32,2,7.0,21.35381469859936,17.295168538206728,1.1451191225690829,5.337865938578686,1.6689329692893429,1.0
4,7,32,3,7.0,21.35381469859936,17.295168538206728,1.1451191225690829,60.24519101557544,5.021800003763887,1.0
4,8,32,2,7.0,17.295168538206728,13.91653988740985,1.1499471957513125,5.33815167847434,1.6690758392371698,1.0
4,8,32,3,7.0,17.295168538206728,13.91653988740985,1.1499471957513125,60.26067696855641,5.0231772158678885,1.0
4,9,32,2,7.0,13.91653988740985,11.120201379674214,1.155107049361166,5.338465312429868,1.669232656214934,1.0
4,9,32,3,7.0,13.91653988740985,11.120201379674214,1.155107049361166,60.27767861377461,5.024689271009913,1.0
4,10,32,2,7.0,11.120201379674214,8.820000652317331,1.160634042954836,5.338810592505419,1.6694052962527093,1.0
4,10,32,3,7.0,11.120201379674214,8.820000652317331,1.160634042954836,60.29640052678551,5.0263543776585795,1.0
4,11,32,2,7.0,8.820000652317331,6.940300090653309,1.1665687373934208,5.3391919234386815,1.6695959617193408,1.0
4,11,32,3,7.0,8.820000652317331,6.940300090653309,1.1665687373934208,60.317083023069486,5.028193927213504,1.0
4,12,32,2,7.0,6.940300090653309,5.414983400859404,1.1729578861259888,5.339614503763866,1.6698072518819331,1.0
4,12,32,3,7.0,6.940300090653309,5.414983400859404,1.1729578861259888,60.340009926504024,5.03023318634513,1.0
4,13,32,2,7.0,5.414983400859404,4.1865268353594685,1.179855661779769,5.340084503849644,1.670042251924822,1.0
4,13,32,3,7.0,5.414983400859404,4.1865268353594685,1.179855661779769,60.36551838315671,5.032502171772964,1.0
4,14,32,2,7.0,4.1865268353594685,3.2051328945192252,1.1873251857946958,5.340609292319788,1.6703046461598938,1.0
4,14,32,3,7.0,4.1865268353594685,3.2051328945192252,1.1873251857946958,60.39401136030198,5.035036764617736,1.0
4,15,32,2,7.0,3.2051328945192252,2.427924328448239,1.1954404520433335,5.341197726485484,1.6705988632427422,1.0
4,15,32,3,7.0,3.2051328945192252,2.427924328448239,1.1954404520433335,60.42597370513056,5.037880142431626,1.0
4,16,32,2,7.0,2.427924328448239,1.8181962627036001,1.2042887679039527,5.341860528334927,1.6709302641674637,1.0
