problem,num_steps,n_levels,frequency,precision,eps,rms_error,nfe,max_cond,mean_amplification,failed
single_gaussian_d1,16,3,4,float16,0.0009765625,0.25061778201894663,16,411.75,16.146484375,
single_gaussian_d1,32,3,4,float64,2.220446049250313e-16,0.02964547135571252,32,95.14262514826788,6.182868482949669,
single_gaussian_d1,32,3,4,float32,1.1920928955078125e-07,0.029645520594589133,32,95.14264869689941,6.182871520519257,
single_gaussian_d1,32,3,4,float16,0.0009765625,0.029664156682186783,32,95.16796875,6.17626953125,
single_gaussian_d1,64,3,4,float64,2.220446049250313e-16,0.005363419748095039,64,68.75938333028382,5.248256043960512,
single_gaussian_d1,64,3,4,float32,1.1920928955078125e-07,0.005363481099726163,64,68.75939011573792,5.248256653547287,
single_gaussian_d1,64,3,4,float16,0.0009765625,0.005189894075884333,64,68.724609375,5.24853515625,
single_gaussian_d1,128,3,4,float64,2.220446049250313e-16,0.0012051591171974103,128,99.92745429447318,5.183732056075734,
single_gaussian_d1,128,3,4,float32,1.1920928955078125e-07,0.0012051674751132112,128,99.92750859260559,5.183732777833939,
single_gaussian_d1,128,3,4,float16,0.0009765625,0.002407552716138676,128,100.44140625,5.1837158203125,
single_gaussian_d1,256,3,4,float64,2.220446049250313e-16,0.00029060391297779765,256,251.10932005271505,5.315928164092308,
single_gaussian_d1,256,3,4,float32,1.1920928955078125e-07,0.0002907306204374361,256,251.10997009277344,5.315929658710957,
single_gaussian_d1,256,3,4,float16,0.0009765625,0.004313487545806586,256,253.96875,5.319580078125,
single_gaussian_d1,512,3,4,float64,2.220446049250313e-16,7.446078196301256e-05,512,799.5754944793327,5.604016792057054,
single_gaussian_d1,512,3,4,float32,1.1920928955078125e-07,7.442306576558036e-05,512,799.5758514404297,5.604016903787851,
single_gaussian_d1,512,3,4,float16,0.0009765625,0.012737465206925801,512,809.8125,5.609405517578125,
single_gaussian_d1,1024,3,4,float64,2.220446049250313e-16,2.180412206650366e-05,1024,2857.5442786559515,6.167517759430911,
single_gaussian_d1,1024,3,4,float32,1.1920928955078125e-07,2.255919298980986e-05,1024,2857.431838989258,6.1674704402685165,
single_gaussian_d1,1024,3,4,float16,0.0009765625,0.03218906671713296,1024,2667.75,6.0843505859375,
single_gaussian_d1,2048,3,4,float64,2.220446049250313e-16,8.786762691960757e-06,2048,10808.232363157014,7.282081962741161,
single_gaussian_d1,2048,3,4,float32,1.1920928955078125e-07,1.756937517930511e-05,2048,10808.81689453125,7.282196277752519,
single_gaussian_d1,2048,3,4,float16,0.0009765625,0.12294985613366109,2048,14604.0,7.785148620605469,
